"from"	"to"	"edge_creation_month"
120	75	"2"
509	364	"2"
542	729	"2"
638	68	"2"
621	372	"2"
621	542	"2"
638	753	"2"
509	306	"2"
851	679	"2"
199	823	"2"
800	766	"2"
513	263	"2"
513	798	"2"
831	540	"2"
823	308	"2"
823	482	"2"
181	495	"2"
547	63	"2"
547	154	"2"
431	52	"2"
316	327	"2"
316	355	"2"
617	704	"2"
617	236	"2"
355	316	"2"
586	504	"2"
586	687	"2"
586	244	"2"
801	63	"2"
708	557	"2"
132	449	"2"
194	375	"2"
194	355	"2"
194	203	"2"
194	755	"2"
431	343	"2"
204	830	"2"
711	644	"2"
204	181	"2"
204	198	"2"
244	586	"2"
431	343	"2"
830	468	"2"
508	372	"2"
830	339	"2"
830	765	"2"
431	343	"2"
204	830	"2"
704	605	"2"
204	181	"2"
204	830	"2"
317	605	"2"
204	830	"2"
830	502	"2"
617	681	"2"
308	273	"2"
617	704	"2"
495	498	"2"
495	181	"2"
704	617	"2"
617	704	"2"
431	727	"2"
708	719	"2"
337	771	"2"
349	511	"2"
719	708	"2"
708	719	"2"
617	704	"2"
835	514	"2"
431	617	"2"
853	838	"2"
44	400	"2"
719	708	"2"
617	681	"2"
431	617	"2"
204	830	"2"
511	349	"2"
63	547	"2"
343	688	"2"
63	801	"2"
713	842	"2"
713	95	"2"
713	48	"2"
635	442	"2"
337	777	"2"
792	679	"2"
617	462	"2"
713	603	"2"
708	719	"2"
713	644	"2"
439	540	"2"
713	586	"2"
713	363	"2"
547	63	"2"
794	449	"2"
794	449	"2"
617	596	"2"
431	617	"2"
372	831	"2"
36	828	"2"
617	514	"2"
617	161	"2"
766	283	"2"
766	283	"2"
766	41	"2"
605	681	"2"
617	308	"2"
547	63	"2"
605	73	"2"
605	337	"2"
605	704	"2"
770	617	"2"
617	854	"2"
30	644	"2"
605	317	"2"
771	337	"2"
67	843	"2"
34	313	"2"
272	632	"2"
34	843	"2"
34	843	"2"
34	351	"2"
9	142	"2"
19	114	"2"
704	617	"2"
809	325	"2"
53	847	"2"
704	605	"2"
843	34	"2"
687	783	"2"
34	843	"2"
53	855	"2"
715	128	"2"
856	626	"2"
72	857	"2"
626	856	"2"
704	852	"2"
704	848	"2"
34	538	"2"
586	244	"2"
448	375	"2"
704	839	"2"
831	372	"2"
473	771	"2"
858	701	"2"
843	34	"2"
72	704	"2"
704	72	"2"
704	72	"2"
72	337	"2"
514	835	"2"
34	843	"2"
514	617	"2"
843	34	"2"
617	704	"2"
605	704	"2"
617	26	"2"
800	766	"2"
824	823	"2"
474	124	"2"
824	816	"2"
469	463	"2"
617	514	"2"
741	474	"2"
474	741	"2"
617	704	"2"
302	823	"2"
617	161	"2"
785	793	"2"
161	617	"2"
26	823	"2"
826	32	"2"
617	161	"2"
823	26	"2"
161	617	"2"
617	124	"2"
826	372	"2"
256	514	"2"
617	161	"2"
830	389	"2"
617	728	"2"
765	372	"2"
765	372	"2"
617	161	"2"
765	372	"2"
765	651	"2"
765	651	"2"
659	644	"2"
765	830	"2"
800	766	"2"
830	765	"2"
47	567	"2"
448	823	"2"
47	814	"2"
765	830	"2"
830	765	"2"
814	47	"2"
349	511	"2"
263	513	"2"
847	101	"2"
765	830	"2"
47	814	"2"
830	765	"2"
814	47	"2"
640	543	"2"
514	256	"2"
847	194	"2"
154	547	"2"
834	708	"2"
47	814	"2"
391	73	"2"
53	785	"2"
687	785	"2"
687	843	"2"
547	154	"2"
687	252	"2"
296	781	"2"
296	375	"2"
391	555	"2"
391	609	"2"
391	422	"2"
561	514	"2"
296	355	"2"
391	289	"2"
391	372	"2"
391	103	"2"
391	309	"2"
391	325	"2"
391	289	"2"
220	654	"2"
220	646	"2"
704	617	"2"
296	835	"2"
296	835	"2"
704	605	"2"
389	644	"2"
389	640	"2"
389	830	"2"
638	642	"2"
609	391	"2"
392	475	"2"
372	831	"2"
372	831	"2"
681	605	"2"
835	296	"2"
372	765	"2"
372	765	"2"
638	637	"2"
835	590	"2"
372	391	"2"
785	687	"2"
555	391	"2"
834	592	"2"
282	9	"2"
765	830	"2"
785	786	"2"
765	372	"2"
859	704	"2"
372	765	"2"
41	766	"2"
859	644	"2"
74	860	"2"
372	765	"2"
74	840	"2"
765	372	"2"
765	372	"2"
74	389	"2"
859	679	"2"
34	313	"2"
34	313	"2"
431	323	"2"
861	72	"2"
859	32	"2"
835	861	"2"
74	449	"2"
859	34	"2"
859	357	"2"
830	765	"2"
861	249	"2"
861	752	"2"
830	389	"2"
861	752	"2"
859	357	"2"
325	391	"2"
646	220	"2"
859	357	"2"
859	357	"2"
590	835	"2"
590	835	"2"
581	249	"2"
766	41	"2"
835	590	"2"
580	418	"2"
214	862	"2"
708	834	"2"
834	708	"2"
770	708	"2"
341	697	"2"
289	391	"2"
341	863	"2"
481	252	"2"
404	679	"2"
679	404	"2"
770	784	"2"
679	580	"2"
313	34	"2"
72	861	"2"
72	704	"2"
681	626	"2"
481	252	"2"
793	785	"2"
34	313	"2"
793	863	"2"
617	704	"2"
599	41	"2"
9	683	"2"
431	617	"2"
540	831	"2"
540	439	"2"
372	765	"2"
431	617	"2"
626	681	"2"
704	617	"2"
431	617	"2"
617	704	"2"
704	617	"2"
826	372	"2"
489	372	"2"
704	822	"2"
617	704	"2"
401	639	"2"
431	52	"2"
704	617	"2"
617	704	"2"
448	244	"2"
704	617	"2"
32	283	"2"
32	626	"2"
32	52	"2"
32	632	"2"
32	640	"2"
770	32	"2"
32	155	"2"
687	598	"2"
640	32	"2"
32	640	"2"
41	766	"2"
252	687	"2"
252	481	"2"
32	68	"2"
640	32	"2"
32	704	"2"
626	32	"2"
32	640	"2"
770	32	"2"
32	626	"2"
551	32	"2"
770	798	"2"
599	32	"2"
599	41	"2"
372	489	"2"
859	32	"2"
626	32	"2"
770	654	"2"
859	679	"2"
532	364	"2"
859	308	"2"
859	687	"2"
859	325	"2"
513	263	"2"
859	32	"2"
551	224	"2"
599	32	"2"
770	32	"2"
542	352	"2"
53	785	"2"
53	542	"2"
697	341	"2"
770	853	"2"
708	834	"2"
220	646	"2"
770	708	"2"
36	110	"2"
475	392	"2"
697	637	"2"
437	625	"2"
605	350	"2"
495	864	"2"
74	617	"2"
53	542	"2"
492	708	"2"
12	391	"2"
697	289	"2"
439	212	"2"
12	527	"2"
12	343	"2"
12	175	"2"
12	140	"2"
12	681	"2"
12	823	"2"
12	439	"2"
9	683	"2"
12	823	"2"
73	605	"2"
12	823	"2"
12	823	"2"
242	823	"2"
823	242	"2"
12	823	"2"
9	391	"2"
9	753	"2"
12	8	"2"
32	60	"2"
823	242	"2"
12	823	"2"
12	823	"2"
212	48	"2"
44	770	"2"
19	525	"2"
770	708	"2"
617	74	"2"
865	514	"2"
770	617	"2"
9	617	"2"
830	297	"2"
9	835	"2"
583	308	"2"
9	56	"2"
334	687	"2"
53	542	"2"
73	74	"2"
605	73	"2"
605	704	"2"
605	60	"2"
605	272	"2"
73	605	"2"
404	679	"2"
605	73	"2"
704	605	"2"
73	605	"2"
765	830	"2"
303	835	"2"
765	372	"2"
9	617	"2"
9	617	"2"
74	73	"2"
830	765	"2"
704	605	"2"
595	660	"2"
765	830	"2"
372	536	"2"
536	372	"2"
830	765	"2"
498	823	"2"
372	536	"2"
765	830	"2"
536	372	"2"
765	425	"2"
372	536	"2"
551	587	"2"
431	617	"2"
686	498	"2"
823	498	"2"
866	834	"2"
439	131	"2"
551	676	"2"
728	617	"2"
725	728	"2"
431	323	"2"
721	867	"2"
721	388	"2"
481	687	"2"
431	323	"2"
323	88	"2"
536	372	"2"
687	481	"2"
687	194	"2"
431	323	"2"
323	161	"2"
194	687	"2"
481	687	"2"
161	323	"2"
431	323	"2"
191	765	"2"
323	161	"2"
498	823	"2"
830	765	"2"
323	68	"2"
431	323	"2"
388	721	"2"
128	715	"2"
431	323	"2"
431	323	"2"
823	498	"2"
765	191	"2"
765	830	"2"
536	765	"2"
214	868	"2"
334	823	"2"
704	841	"2"
389	74	"2"
765	536	"2"
12	175	"2"
536	765	"2"
389	830	"2"
12	823	"2"
830	765	"2"
830	389	"2"
103	868	"2"
12	711	"2"
830	840	"2"
431	323	"2"
350	605	"2"
632	32	"2"
834	866	"2"
403	769	"2"
176	823	"2"
625	437	"2"
793	776	"2"
793	776	"2"
212	439	"2"
212	678	"2"
191	765	"2"
212	305	"2"
175	640	"2"
437	625	"2"
212	765	"2"
431	323	"2"
770	437	"2"
313	34	"2"
765	191	"2"
869	823	"2"
765	212	"2"
431	323	"2"
704	605	"2"
765	568	"2"
765	226	"2"
625	437	"2"
191	765	"2"
792	679	"2"
552	765	"2"
765	191	"2"
400	626	"2"
765	536	"2"
400	323	"2"
400	323	"2"
400	683	"2"
400	783	"2"
765	407	"2"
765	126	"2"
191	765	"2"
400	504	"2"
147	191	"2"
323	400	"2"
32	632	"2"
389	830	"2"
776	793	"2"
776	401	"2"
350	481	"2"
830	389	"2"
67	323	"2"
67	862	"2"
615	765	"2"
713	350	"2"
644	659	"2"
713	462	"2"
713	372	"2"
757	687	"2"
19	114	"2"
713	704	"2"
713	103	"2"
713	321	"2"
713	41	"2"
713	252	"2"
713	242	"2"
713	400	"2"
266	617	"2"
713	283	"2"
379	74	"2"
713	325	"2"
713	716	"2"
713	67	"2"
713	48	"2"
765	615	"2"
700	68	"2"
713	102	"2"
68	323	"2"
226	765	"2"
700	555	"2"
700	68	"2"
713	479	"2"
713	359	"2"
713	209	"2"
713	714	"2"
297	830	"2"
770	379	"2"
713	714	"2"
638	870	"2"
9	683	"2"
9	711	"2"
770	97	"2"
9	212	"2"
12	527	"2"
12	757	"2"
713	462	"2"
711	9	"2"
12	711	"2"
713	727	"2"
713	103	"2"
319	338	"2"
12	711	"2"
594	765	"2"
713	199	"2"
131	439	"2"
713	124	"2"
9	626	"2"
713	624	"2"
9	313	"2"
713	482	"2"
713	847	"2"
12	711	"2"
9	72	"2"
713	651	"2"
713	738	"2"
12	711	"2"
713	363	"2"
713	586	"2"
9	862	"2"
830	297	"2"
711	339	"2"
9	282	"2"
9	72	"2"
12	711	"2"
713	41	"2"
12	711	"2"
713	252	"2"
250	536	"2"
327	765	"2"
713	704	"2"
12	711	"2"
713	770	"2"
536	250	"2"
713	41	"2"
12	711	"2"
683	48	"2"
12	711	"2"
484	770	"2"
870	638	"2"
770	502	"2"
770	396	"2"
857	72	"2"
12	711	"2"
9	683	"2"
469	806	"2"
41	495	"2"
220	654	"2"
41	389	"2"
469	598	"2"
44	770	"2"
422	391	"2"
12	711	"2"
72	857	"2"
713	41	"2"
626	400	"2"
713	41	"2"
83	835	"2"
713	363	"2"
342	544	"2"
713	9	"2"
792	841	"2"
12	711	"2"
220	654	"2"
342	598	"2"
323	67	"2"
323	68	"2"
871	97	"2"
686	498	"2"
866	834	"2"
770	323	"2"
753	638	"2"
189	712	"2"
339	711	"2"
189	712	"2"
711	339	"2"
339	711	"2"
220	654	"2"
719	862	"2"
719	862	"2"
733	626	"2"
12	711	"2"
12	569	"2"
12	711	"2"
38	313	"2"
719	712	"2"
753	712	"2"
733	502	"2"
871	502	"2"
733	475	"2"
733	753	"2"
475	502	"2"
38	475	"2"
516	617	"2"
733	475	"2"
770	454	"2"
733	753	"2"
38	313	"2"
770	475	"2"
38	313	"2"
350	481	"2"
475	770	"2"
38	313	"2"
350	872	"2"
294	830	"2"
350	872	"2"
733	313	"2"
350	872	"2"
819	829	"2"
350	626	"2"
38	313	"2"
873	770	"2"
733	313	"2"
38	313	"2"
38	313	"2"
601	103	"2"
12	569	"2"
601	51	"2"
41	502	"2"
733	313	"2"
874	875	"2"
103	601	"2"
857	72	"2"
733	313	"2"
770	617	"2"
12	569	"2"
733	313	"2"
475	392	"2"
131	874	"2"
679	841	"2"
12	617	"2"
36	770	"2"
38	313	"2"
12	569	"2"
68	323	"2"
321	713	"2"
617	596	"2"
605	704	"2"
777	843	"2"
103	713	"2"
38	313	"2"
12	605	"2"
777	316	"2"
733	313	"2"
103	713	"2"
12	605	"2"
876	757	"2"
68	323	"2"
250	536	"2"
733	313	"2"
38	313	"2"
605	103	"2"
12	605	"2"
103	605	"2"
19	525	"2"
733	313	"2"
605	103	"2"
733	313	"2"
12	711	"2"
733	313	"2"
12	757	"2"
19	525	"2"
12	757	"2"
12	569	"2"
103	605	"2"
842	713	"2"
350	626	"2"
605	103	"2"
770	605	"2"
350	860	"2"
617	403	"2"
605	770	"2"
12	569	"2"
770	605	"2"
36	770	"2"
224	771	"2"
41	610	"2"
103	605	"2"
605	770	"2"
624	8	"2"
770	605	"2"
605	103	"2"
701	858	"2"
12	569	"2"
624	697	"2"
605	770	"2"
103	605	"2"
617	103	"2"
254	701	"2"
770	605	"2"
103	617	"2"
830	877	"2"
36	770	"2"
605	770	"2"
36	19	"2"
617	103	"2"
733	313	"2"
254	605	"2"
254	605	"2"
19	654	"2"
834	866	"2"
254	605	"2"
679	865	"2"
254	874	"2"
254	605	"2"
638	753	"2"
638	870	"2"
878	482	"2"
679	701	"2"
36	250	"2"
38	313	"2"
254	605	"2"
733	313	"2"
830	598	"2"
254	654	"2"
254	605	"2"
254	605	"2"
638	323	"2"
36	879	"2"
313	38	"2"
830	638	"2"
254	605	"2"
36	597	"2"
638	830	"2"
38	313	"2"
36	250	"2"
539	605	"2"
313	38	"2"
733	313	"2"
873	343	"2"
19	109	"2"
716	713	"2"
254	605	"2"
638	254	"2"
38	313	"2"
539	605	"2"
733	313	"2"
605	254	"2"
596	254	"2"
254	605	"2"
350	626	"2"
873	711	"2"
63	547	"2"
254	396	"2"
605	254	"2"
63	547	"2"
313	38	"2"
350	626	"2"
254	605	"2"
638	254	"2"
638	830	"2"
38	313	"2"
873	128	"2"
638	29	"2"
605	254	"2"
686	770	"2"
254	605	"2"
766	41	"2"
640	175	"2"
605	254	"2"
254	605	"2"
596	254	"2"
638	766	"2"
733	313	"2"
254	596	"2"
638	830	"2"
638	254	"2"
605	254	"2"
733	52	"2"
254	605	"2"
765	594	"2"
555	482	"2"
605	254	"2"
596	254	"2"
254	605	"2"
765	370	"2"
830	880	"2"
605	254	"2"
640	389	"2"
617	350	"2"
38	313	"2"
711	873	"2"
605	254	"2"
617	770	"2"
605	881	"2"
41	766	"2"
617	640	"2"
765	882	"2"
605	830	"2"
882	765	"2"
617	770	"2"
830	605	"2"
617	640	"2"
640	617	"2"
41	863	"2"
313	38	"2"
770	538	"2"
882	594	"2"
881	605	"2"
38	313	"2"
313	38	"2"
733	313	"2"
313	38	"2"
38	313	"2"
254	605	"2"
254	596	"2"
38	313	"2"
882	536	"2"
617	640	"2"
687	194	"2"
250	41	"2"
830	297	"2"
41	250	"2"
605	830	"2"
605	881	"2"
297	830	"2"
617	770	"2"
605	254	"2"
431	617	"2"
883	882	"2"
596	254	"2"
250	41	"2"
770	617	"2"
830	297	"2"
617	770	"2"
297	830	"2"
830	605	"2"
830	297	"2"
297	830	"2"
41	250	"2"
830	297	"2"
605	830	"2"
881	605	"2"
830	605	"2"
605	881	"2"
605	830	"2"
175	640	"2"
881	605	"2"
830	605	"2"
605	73	"2"
605	881	"2"
640	617	"2"
605	830	"2"
640	175	"2"
884	297	"2"
830	605	"2"
605	830	"2"
297	884	"2"
830	605	"2"
242	713	"2"
884	297	"2"
605	830	"2"
830	605	"2"
881	605	"2"
431	323	"2"
175	640	"2"
605	830	"2"
605	881	"2"
189	712	"2"
640	175	"2"
242	823	"2"
830	605	"2"
454	770	"2"
640	389	"2"
316	777	"2"
617	640	"2"
175	640	"2"
843	885	"2"
260	174	"2"
605	830	"2"
260	704	"2"
738	713	"2"
830	605	"2"
640	617	"2"
260	103	"2"
640	175	"2"
605	830	"2"
871	640	"2"
400	713	"2"
260	174	"2"
175	640	"2"
830	605	"2"
400	626	"2"
884	297	"2"
678	212	"2"
209	713	"2"
475	770	"2"
605	830	"2"
830	605	"2"
400	323	"2"
242	451	"2"
605	830	"2"
400	776	"2"
260	283	"2"
400	396	"2"
260	688	"2"
830	605	"2"
400	596	"2"
260	250	"2"
605	830	"2"
260	338	"2"
617	640	"2"
400	886	"2"
830	605	"2"
48	683	"2"
605	830	"2"
885	798	"2"
242	389	"2"
400	676	"2"
830	605	"2"
400	168	"2"
885	576	"2"
605	830	"2"
400	835	"2"
830	605	"2"
563	409	"2"
605	830	"2"
175	640	"2"
770	454	"2"
88	323	"2"
400	371	"2"
400	544	"2"
400	123	"2"
48	713	"2"
400	887	"2"
687	463	"2"
400	166	"2"
370	765	"2"
400	166	"2"
400	166	"2"
400	81	"2"
400	592	"2"
400	59	"2"
400	439	"2"
400	882	"2"
400	76	"2"
400	376	"2"
834	323	"2"
400	564	"2"
371	400	"2"
400	265	"2"
252	598	"2"
400	853	"2"
400	452	"2"
400	13	"2"
400	888	"2"
181	454	"2"
400	831	"2"
400	101	"2"
338	319	"2"
9	569	"2"
400	420	"2"
9	569	"2"
317	605	"2"
400	866	"2"
9	260	"2"
400	20	"2"
9	626	"2"
400	360	"2"
9	313	"2"
400	889	"2"
9	753	"2"
400	868	"2"
400	108	"2"
400	386	"2"
242	297	"2"
400	154	"2"
400	572	"2"
400	538	"2"
400	419	"2"
640	885	"2"
103	260	"2"
400	114	"2"
400	708	"2"
400	517	"2"
400	499	"2"
297	242	"2"
400	802	"2"
400	890	"2"
400	459	"2"
400	512	"2"
400	891	"2"
400	315	"2"
400	892	"2"
400	799	"2"
400	799	"2"
204	181	"2"
204	830	"2"
400	893	"2"
400	444	"2"
400	64	"2"
400	894	"2"
400	894	"2"
400	895	"2"
400	895	"2"
400	895	"2"
853	400	"2"
400	816	"2"
400	840	"2"
400	464	"2"
400	464	"2"
194	516	"2"
400	460	"2"
400	600	"2"
400	675	"2"
400	382	"2"
400	896	"2"
400	862	"2"
400	165	"2"
400	527	"2"
400	897	"2"
400	673	"2"
194	449	"2"
400	898	"2"
400	11	"2"
400	852	"2"
400	158	"2"
72	857	"2"
400	743	"2"
400	899	"2"
400	391	"2"
242	297	"2"
400	523	"2"
194	234	"2"
598	194	"2"
400	701	"2"
400	819	"2"
400	443	"2"
546	583	"2"
492	712	"2"
400	97	"2"
400	519	"2"
546	297	"2"
400	528	"2"
492	712	"2"
400	711	"2"
400	900	"2"
400	901	"2"
546	199	"2"
400	788	"2"
400	85	"2"
400	735	"2"
834	343	"2"
400	39	"2"
234	194	"2"
400	721	"2"
712	719	"2"
400	294	"2"
400	902	"2"
492	712	"2"
834	168	"2"
492	712	"2"
834	771	"2"
400	798	"2"
642	323	"2"
546	835	"2"
834	513	"2"
400	825	"2"
492	712	"2"
400	15	"2"
712	753	"2"
546	853	"2"
834	297	"2"
492	712	"2"
400	358	"2"
495	41	"2"
400	284	"2"
400	841	"2"
903	792	"2"
400	2	"2"
400	904	"2"
400	411	"2"
400	747	"2"
834	712	"2"
492	712	"2"
400	905	"2"
400	476	"2"
712	834	"2"
400	570	"2"
400	734	"2"
400	299	"2"
834	712	"2"
834	712	"2"
546	853	"2"
400	587	"2"
853	906	"2"
400	135	"2"
400	817	"2"
400	844	"2"
712	492	"2"
400	304	"2"
400	584	"2"
400	601	"2"
400	251	"2"
400	907	"2"
651	765	"2"
400	109	"2"
400	682	"2"
546	598	"2"
400	495	"2"
400	152	"2"
546	853	"2"
400	70	"2"
400	832	"2"
400	436	"2"
400	324	"2"
400	173	"2"
495	400	"2"
400	311	"2"
400	566	"2"
400	556	"2"
400	151	"2"
492	784	"2"
400	707	"2"
781	296	"2"
400	773	"2"
400	541	"2"
194	598	"2"
400	908	"2"
400	449	"2"
400	823	"2"
400	909	"2"
400	543	"2"
400	910	"2"
400	766	"2"
400	451	"2"
400	579	"2"
400	613	"2"
400	911	"2"
67	901	"2"
400	698	"2"
400	513	"2"
400	402	"2"
492	835	"2"
400	463	"2"
12	32	"2"
400	149	"2"
400	583	"2"
400	864	"2"
400	371	"2"
765	651	"2"
629	128	"2"
400	495	"2"
765	883	"2"
809	340	"2"
809	400	"2"
755	194	"2"
495	400	"2"
12	101	"2"
809	912	"2"
809	913	"2"
400	495	"2"
400	841	"2"
835	9	"2"
835	303	"2"
492	712	"2"
835	400	"2"
835	752	"2"
835	492	"2"
189	712	"2"
73	605	"2"
901	67	"2"
901	400	"2"
843	777	"2"
843	575	"2"
713	41	"2"
713	586	"2"
638	642	"2"
638	884	"2"
704	605	"2"
874	254	"2"
712	189	"2"
712	492	"2"
734	400	"2"
536	882	"2"
708	492	"2"
536	250	"2"
708	770	"2"
823	242	"2"
823	869	"2"
708	473	"2"
41	495	"2"
41	901	"2"
700	400	"2"
297	242	"2"
297	834	"2"
176	297	"2"
678	297	"2"
297	678	"2"
583	400	"2"
194	913	"2"
523	724	"2"
799	400	"2"
249	861	"2"
168	400	"2"
168	834	"2"
431	323	"2"
598	252	"2"
598	830	"2"
598	342	"2"
598	469	"2"
598	687	"2"
598	68	"2"
598	194	"2"
484	770	"2"
484	400	"2"
400	734	"2"
70	400	"2"
19	525	"2"
400	799	"2"
400	168	"2"
303	835	"2"
400	70	"2"
884	913	"2"
194	173	"2"
363	713	"2"
468	830	"2"
199	598	"2"
260	9	"2"
770	708	"2"
173	400	"2"
468	914	"2"
400	173	"2"
173	749	"2"
242	297	"2"
297	242	"2"
68	598	"2"
809	884	"2"
283	766	"2"
283	32	"2"
504	400	"2"
32	283	"2"
809	884	"2"
852	400	"2"
283	260	"2"
283	32	"2"
603	814	"2"
603	814	"2"
283	823	"2"
220	400	"2"
800	766	"2"
915	874	"2"
278	27	"2"
212	352	"2"
242	297	"2"
400	220	"2"
915	224	"2"
400	852	"2"
586	598	"2"
400	504	"2"
309	212	"2"
297	242	"2"
19	862	"2"
27	278	"2"
513	834	"2"
686	873	"2"
852	400	"2"
873	711	"2"
194	234	"2"
492	835	"2"
504	400	"2"
492	835	"2"
194	687	"2"
194	847	"2"
9	569	"2"
194	296	"2"
569	9	"2"
194	422	"2"
194	99	"2"
194	823	"2"
194	400	"2"
194	199	"2"
834	513	"2"
194	283	"2"
834	862	"2"
834	168	"2"
609	598	"2"
715	784	"2"
884	194	"2"
183	41	"2"
509	364	"2"
509	513	"2"
509	707	"2"
183	620	"2"
711	400	"2"
711	873	"2"
768	704	"2"
768	801	"2"
799	400	"2"
183	916	"2"
768	34	"2"
437	625	"2"
768	214	"2"
206	194	"2"
282	34	"2"
482	555	"2"
482	901	"2"
621	194	"2"
841	704	"2"
525	865	"2"
282	9	"2"
599	41	"2"
599	400	"2"
679	841	"2"
768	72	"2"
679	221	"2"
768	586	"2"
212	309	"2"
704	768	"2"
768	593	"2"
242	297	"2"
212	303	"2"
768	704	"2"
67	601	"2"
212	639	"2"
67	917	"2"
474	679	"2"
704	768	"2"
835	492	"2"
679	474	"2"
686	873	"2"
621	598	"2"
621	598	"2"
297	242	"2"
841	679	"2"
724	523	"2"
474	679	"2"
679	474	"2"
679	841	"2"
474	679	"2"
679	474	"2"
474	679	"2"
626	737	"2"
586	768	"2"
679	474	"2"
474	679	"2"
194	183	"2"
212	480	"2"
183	242	"2"
679	474	"2"
103	831	"2"
194	183	"2"
474	679	"2"
454	181	"2"
679	474	"2"
103	874	"2"
474	679	"2"
103	765	"2"
242	325	"2"
915	626	"2"
687	194	"2"
242	297	"2"
183	916	"2"
72	768	"2"
183	644	"2"
325	242	"2"
834	874	"2"
103	72	"2"
199	858	"2"
242	325	"2"
297	242	"2"
103	841	"2"
389	41	"2"
389	640	"2"
841	103	"2"
389	640	"2"
389	242	"2"
103	841	"2"
389	194	"2"
876	212	"2"
389	830	"2"
325	242	"2"
72	103	"2"
103	72	"2"
765	362	"2"
874	103	"2"
242	325	"2"
768	72	"2"
72	103	"2"
103	72	"2"
103	874	"2"
396	770	"2"
72	768	"2"
396	254	"2"
72	103	"2"
396	400	"2"
276	903	"2"
189	712	"2"
103	72	"2"
72	103	"2"
103	72	"2"
103	686	"2"
51	525	"2"
189	712	"2"
242	389	"2"
194	325	"2"
768	72	"2"
103	72	"2"
72	103	"2"
513	509	"2"
72	768	"2"
214	768	"2"
918	708	"2"
72	103	"2"
74	598	"2"
103	72	"2"
74	874	"2"
72	103	"2"
768	72	"2"
74	513	"2"
103	72	"2"
375	194	"2"
525	51	"2"
375	296	"2"
474	346	"2"
189	712	"2"
474	719	"2"
484	770	"2"
484	400	"2"
422	194	"2"
72	768	"2"
555	482	"2"
72	103	"2"
621	819	"2"
768	621	"2"
786	785	"2"
189	712	"2"
823	400	"2"
768	586	"2"
823	548	"2"
194	296	"2"
309	823	"2"
704	919	"2"
51	525	"2"
309	913	"2"
309	848	"2"
357	379	"2"
517	400	"2"
517	570	"2"
517	438	"2"
342	598	"2"
296	375	"2"
174	260	"2"
296	781	"2"
174	260	"2"
809	242	"2"
103	379	"2"
679	474	"2"
920	103	"2"
32	375	"2"
220	103	"2"
830	389	"2"
920	103	"2"
830	468	"2"
338	454	"2"
830	598	"2"
525	51	"2"
920	103	"2"
103	495	"2"
495	400	"2"
920	103	"2"
535	440	"2"
495	41	"2"
495	103	"2"
103	920	"2"
454	338	"2"
103	495	"2"
920	103	"2"
103	920	"2"
882	921	"2"
882	921	"2"
882	226	"2"
194	498	"2"
103	734	"2"
131	734	"2"
830	454	"2"
882	532	"2"
882	922	"2"
865	525	"2"
721	400	"2"
721	923	"2"
454	830	"2"
525	865	"2"
686	103	"2"
830	454	"2"
852	704	"2"
882	388	"2"
454	830	"2"
768	819	"2"
819	400	"2"
617	73	"2"
704	605	"2"
431	538	"2"
679	923	"2"
781	296	"2"
679	768	"2"
431	617	"2"
194	97	"2"
921	882	"2"
204	198	"2"
768	679	"2"
431	617	"2"
768	874	"2"
249	711	"2"
712	753	"2"
768	483	"2"
431	617	"2"
327	774	"2"
830	454	"2"
639	400	"2"
639	401	"2"
639	212	"2"
838	853	"2"
719	838	"2"
838	719	"2"
454	830	"2"
830	454	"2"
921	536	"2"
924	719	"2"
536	921	"2"
921	536	"2"
454	830	"2"
536	921	"2"
921	536	"2"
536	921	"2"
826	925	"2"
921	536	"2"
830	454	"2"
536	921	"2"
921	536	"2"
536	921	"2"
586	768	"2"
826	925	"2"
921	536	"2"
454	830	"2"
44	719	"2"
621	719	"2"
536	921	"2"
44	189	"2"
921	536	"2"
536	921	"2"
768	924	"2"
288	620	"2"
719	621	"2"
214	101	"2"
859	400	"2"
859	325	"2"
859	214	"2"
859	681	"2"
859	214	"2"
859	681	"2"
708	770	"2"
859	214	"2"
834	708	"2"
834	712	"2"
834	712	"2"
73	617	"2"
660	595	"2"
431	393	"2"
272	605	"2"
34	768	"2"
128	629	"2"
128	629	"2"
296	781	"2"
338	454	"2"
681	626	"2"
51	525	"2"
492	835	"2"
525	51	"2"
51	525	"2"
525	51	"2"
51	525	"2"
525	51	"2"
51	525	"2"
191	371	"2"
51	525	"2"
525	51	"2"
525	51	"2"
525	51	"2"
525	51	"2"
51	525	"2"
525	51	"2"
525	51	"2"
51	525	"2"
525	51	"2"
834	393	"2"
770	396	"2"
770	484	"2"
770	708	"2"
51	525	"2"
191	874	"2"
51	525	"2"
51	525	"2"
913	309	"2"
51	525	"2"
913	884	"2"
913	194	"2"
913	191	"2"
913	51	"2"
525	51	"2"
32	926	"2"
525	51	"2"
325	194	"2"
525	51	"2"
145	719	"2"
51	525	"2"
525	51	"2"
913	88	"2"
536	927	"2"
525	51	"2"
51	525	"2"
525	51	"2"
194	913	"2"
913	814	"2"
51	525	"2"
194	325	"2"
191	913	"2"
913	194	"2"
525	51	"2"
325	194	"2"
51	913	"2"
51	525	"2"
913	191	"2"
194	913	"2"
525	51	"2"
913	51	"2"
163	249	"2"
913	194	"2"
191	913	"2"
525	51	"2"
51	525	"2"
853	838	"2"
525	51	"2"
51	525	"2"
51	913	"2"
913	191	"2"
525	51	"2"
913	51	"2"
51	525	"2"
